Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,1st phase - general contingent,1st choice,Advertising and Marketing Management,daytime,secondary education,131.0,Portuguese,,,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",127.2,no,no,no,yes,female,yes,18,no,0,5,7,3,12.666666666666666,0,0,5,5,4,12.5,0,9.4,-0.8,-3.12,non-dropout
single,Transfer,1st choice,Nursing,daytime,secondary education,100.0,Portuguese,basic education 3rd cycle,,specialists in intellectual and scientific activities,"farmers and skilled workers in agriculture, fisheries, and forestry",130.0,yes,no,no,yes,female,no,25,no,0,14,14,12,13.291666666666666,1,0,14,14,12,13.291666666666666,1,7.6,2.6,0.32,non-dropout
single,Short cycle diploma holders,1st choice,Veterinary Nursing,daytime,secondary education,120.0,Portuguese,higher education - bachelor,basic education 3rd cycle,specialists in intellectual and scientific activities,specialists in intellectual and scientific activities,116.1,no,no,no,yes,female,no,20,no,0,5,12,3,11.666666666666666,2,0,5,11,4,11.5,1,9.4,-0.8,-3.12,non-dropout
single,Short cycle diploma holders,2nd choice,Nursing,daytime,secondary education,145.0,Portuguese,,,"personal services, security and safety workers",elementary occupations,130.5,yes,no,no,yes,female,no,18,no,0,8,8,7,14.24,0,0,8,8,7,14.24,0,10.8,1.4,1.74,non-dropout
single,International student (bachelor),1st choice,Advertising and Marketing Management,daytime,secondary education,120.0,Portuguese,,,other,other,104.0,yes,no,no,yes,female,no,24,no,0,5,10,3,13.0,0,0,5,11,3,11.333333333333334,0,7.6,2.6,0.32,dropout
single,Short cycle diploma holders,2nd choice,Nursing,daytime,secondary education,140.0,Portuguese,secondary education,secondary education,"personal services, security and safety workers",armed forces professions,128.5,yes,no,no,yes,female,no,18,no,0,7,9,5,14.06,0,0,7,9,6,12.571428571428571,0,12.4,0.5,1.79,non-dropout
single,Short cycle diploma holders,5th choice,Social Service,daytime,secondary education,134.0,Portuguese,,,elementary occupations,elementary occupations,126.0,no,no,yes,no,female,no,21,no,0,6,10,5,11.833333333333334,0,0,6,10,5,13.2,0,13.9,-0.3,0.79,dropout
single,1st phase - general contingent,1st choice,Journalism and Communication,daytime,secondary education,140.0,Portuguese,secondary education,,"personal services, security and safety workers",armed forces professions,141.1,yes,no,no,yes,female,no,18,no,0,6,6,6,12.833333333333334,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,non-dropout
single,Short cycle diploma holders,2nd choice,Tourism,daytime,secondary education,107.0,Portuguese,higher education - doctorate,,"personal services, security and safety workers","personal services, security and safety workers",102.8,yes,no,no,yes,female,no,20,no,0,6,16,1,10.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,dropout
single,Short cycle diploma holders,5th choice,Management,daytime,secondary education,133.0,Portuguese,secondary education,secondary education,administrative staff,administrative staff,129.2,yes,no,no,yes,female,no,19,no,0,5,9,2,11.0,0,0,5,12,2,10.0,0,7.6,2.6,0.32,dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,127.0,Portuguese,basic education 3rd cycle,secondary education,specialists in intellectual and scientific activities,elementary occupations,119.3,yes,no,no,yes,female,no,20,no,0,7,7,7,14.105714285714289,0,0,8,8,8,13.6625,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,5th choice,Nursing,daytime,secondary education,141.0,Portuguese,,,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",126.3,yes,no,no,yes,female,no,20,no,0,8,12,7,12.471428571428572,0,0,8,12,7,12.471428571428572,0,12.7,3.7,-1.7,non-dropout
single,Change of institution/course (1st cycle),1st choice,Veterinary Nursing,daytime,,140.0,Portuguese,basic education 3rd cycle,secondary education,administrative staff,intermediate level technicians,140.0,yes,no,no,yes,female,yes,20,no,2,6,11,6,11.833333333333334,0,1,6,17,5,11.857142857142858,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,3rd choice,Communication Design,daytime,secondary education,150.0,Portuguese,secondary education,secondary education,administrative staff,installation and machine operators,131.5,yes,no,no,yes,female,no,20,no,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,6th choice,Basic Education,daytime,secondary education,140.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",137.6,yes,no,no,yes,female,no,18,no,0,6,7,6,11.666666666666666,0,0,6,7,6,12.333333333333334,0,10.8,1.4,1.74,dropout
single,1st phase - general contingent,1st choice,Animation and Multimedia Design,daytime,secondary education,141.0,Portuguese,basic education 3rd cycle,secondary education,administrative staff,administrative staff,142.8,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,non-dropout
divorced,International student (bachelor),1st choice,Management (evening),evening,secondary education,150.0,Portuguese,,,elementary occupations,elementary occupations,146.2,no,no,no,yes,female,no,30,no,0,5,11,3,10.333333333333334,0,0,5,10,4,12.8,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,2nd choice,Veterinary Nursing,daytime,secondary education,160.0,Portuguese,12th year of schooling - not completed,,specialists in intellectual and scientific activities,"personal services, security and safety workers",162.1,yes,no,no,yes,female,no,18,no,0,5,8,5,16.166666666666668,2,0,5,9,5,14.285714285714286,1,9.4,-0.8,-3.12,non-dropout
single,International student (bachelor),1st choice,Veterinary Nursing,daytime,,133.1,Portuguese,,,administrative staff,installation and machine operators,140.0,no,no,no,yes,female,no,35,no,0,6,11,3,12.666666666666666,0,0,6,7,0,0.0,0,11.1,0.6,2.02,dropout
single,International student (bachelor),1st choice,Social Service (evening),evening,secondary education,133.1,Portuguese,,,"skilled workers in industry, construction, and craftsmen",installation and machine operators,120.0,no,no,yes,no,female,no,31,no,0,6,14,2,10.5,0,0,6,6,3,12.333333333333334,0,11.1,0.6,2.02,dropout
single,Technological specialization diploma holders,1st choice,Tourism,daytime,secondary education,134.0,Portuguese,,,elementary occupations,elementary occupations,133.3,yes,no,yes,yes,female,no,19,no,0,6,13,2,11.5,0,0,6,13,1,11.0,0,7.6,2.6,0.32,dropout
single,1st phase - general contingent,4th choice,Social Service,daytime,secondary education,130.0,Portuguese,secondary education,,administrative staff,"personal services, security and safety workers",124.8,yes,no,no,yes,female,no,19,no,0,6,6,6,13.0,0,0,6,8,5,13.4,0,8.9,1.4,3.51,non-dropout
single,Short cycle diploma holders,4th choice,Nursing,daytime,secondary education,140.0,Portuguese,,,administrative staff,installation and machine operators,133.3,yes,no,no,yes,female,no,19,no,0,7,7,6,11.966666666666669,0,0,7,7,6,11.966666666666669,0,7.6,2.6,0.32,non-dropout
single,Short cycle diploma holders,1st choice,Nursing,daytime,secondary education,145.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,specialists in intellectual and scientific activities,intermediate level technicians,141.8,no,no,no,yes,female,no,19,no,0,8,8,8,13.3475,0,0,8,8,8,13.3475,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,3rd choice,Veterinary Nursing,daytime,secondary education,133.0,Portuguese,secondary education,,elementary occupations,,128.2,no,no,no,yes,female,no,21,no,0,5,7,5,12.0,0,0,5,7,4,12.5,0,7.6,2.6,0.32,non-dropout
single,Short cycle diploma holders,3rd choice,Basic Education,daytime,secondary education,133.1,Portuguese,,,other,other,115.0,no,no,no,yes,female,no,18,no,0,6,10,2,10.5,0,0,6,13,0,0.0,0,7.6,2.6,0.32,dropout
single,Short cycle diploma holders,1st choice,Social Service,daytime,secondary education,132.0,Portuguese,,,elementary occupations,elementary occupations,123.6,yes,no,no,yes,female,no,18,no,0,6,9,4,11.5,0,0,6,10,4,10.75,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,2nd choice,Animation and Multimedia Design,daytime,secondary education,117.0,Portuguese,,,administrative staff,elementary occupations,120.2,yes,no,no,yes,male,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,1st choice,Advertising and Marketing Management,daytime,secondary education,127.0,Portuguese,basic education 3rd cycle,,intermediate level technicians,elementary occupations,127.0,yes,no,no,yes,male,no,18,no,0,6,9,6,13.571428571428571,0,0,6,11,4,14.0,0,12.4,0.5,1.79,non-dropout
single,Short cycle diploma holders,1st choice,Veterinary Nursing,daytime,secondary education,134.0,Portuguese,,,representatives of the legislative power and executive bodies,representatives of the legislative power and executive bodies,120.4,yes,no,no,yes,male,no,18,no,0,6,10,6,14.7,0,0,6,10,6,12.0,0,16.2,0.3,-0.92,non-dropout
single,International student (bachelor),1st choice,Management (evening),evening,secondary education,120.0,Portuguese,,,elementary occupations,elementary occupations,120.0,yes,no,no,no,male,no,25,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,136.0,Portuguese,higher education - bachelor,higher education - bachelor,intermediate level technicians,intermediate level technicians,120.0,yes,no,no,yes,male,no,18,no,0,7,8,6,11.833333333333334,0,0,7,8,6,11.833333333333334,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,3rd choice,Animation and Multimedia Design,daytime,secondary education,137.0,Portuguese,secondary education,basic education 3rd cycle,"personal services, security and safety workers",specialists in intellectual and scientific activities,133.9,yes,no,no,yes,male,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,non-dropout
single,1st phase - general contingent,6th choice,Nursing,daytime,secondary education,118.0,Portuguese,,,intermediate level technicians,intermediate level technicians,113.5,yes,no,no,yes,male,no,18,no,0,7,7,7,13.175714285714289,0,0,8,8,8,14.925,0,12.4,0.5,1.79,non-dropout
single,International student (bachelor),1st choice,Agronomy,daytime,secondary education,130.0,Portuguese,higher education - doctorate,higher education - doctorate,elementary occupations,elementary occupations,126.1,no,no,no,yes,male,no,24,no,0,6,7,0,0.0,0,0,6,10,0,0.0,0,12.4,0.5,1.79,dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,124.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen",elementary occupations,121.2,no,no,no,yes,female,no,19,no,0,6,12,2,13.0,0,0,6,9,6,10.833333333333334,0,7.6,2.6,0.32,non-dropout
facto union,Holders of other higher education courses,1st choice,Nursing,daytime,,150.0,Portuguese,,,administrative staff,elementary occupations,150.0,no,no,no,yes,female,no,29,no,1,8,11,7,13.742857142857144,0,1,8,11,7,13.742857142857144,0,12.7,3.7,-1.7,non-dropout
single,Technological specialization diploma holders,1st choice,Management (evening),evening,secondary education,161.0,Portuguese,,,elementary occupations,elementary occupations,100.0,yes,no,no,yes,female,no,27,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,dropout
single,Short cycle diploma holders,6th choice,Nursing,daytime,secondary education,143.0,Portuguese,,secondary education,elementary occupations,armed forces professions,127.3,yes,no,no,yes,female,no,18,no,0,7,8,7,12.217142857142855,0,0,8,11,7,12.11875,0,11.1,0.6,2.02,non-dropout
married,Technological specialization diploma holders,1st choice,Management (evening),evening,secondary education,130.0,Portuguese,,,elementary occupations,elementary occupations,103.8,no,no,no,yes,female,no,28,no,14,15,15,14,11.071428571428571,0,12,14,16,12,11.333333333333334,1,9.4,-0.8,-3.12,dropout
married,International student (bachelor),1st choice,Basic Education,daytime,,133.1,Portuguese,,,elementary occupations,elementary occupations,131.0,no,no,no,yes,female,yes,32,no,0,7,10,7,13.428571428571429,0,2,8,8,8,13.25,0,13.9,-0.3,0.79,non-dropout
single,International student (bachelor),1st choice,Management (evening),evening,secondary education,110.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen","skilled workers in industry, construction, and craftsmen",133.9,no,no,no,yes,female,no,30,no,0,5,7,5,11.4,0,0,5,6,5,13.666666666666666,0,10.8,1.4,1.74,dropout
single,Holders of other higher education courses,1st choice,Nursing,daytime,higher education - bachelor,140.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen",installation and machine operators,140.0,no,no,no,yes,female,no,29,no,0,8,14,4,11.325,1,0,8,14,4,11.325,1,12.7,3.7,-1.7,dropout
single,1st phase - general contingent,2nd choice,Social Service,daytime,secondary education,145.0,Portuguese,secondary education,,administrative staff,installation and machine operators,121.4,no,no,no,yes,female,no,20,no,0,6,13,0,0.0,0,0,5,11,0,0.0,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,131.0,Portuguese,secondary education,secondary education,elementary occupations,elementary occupations,122.0,no,no,no,yes,female,no,19,no,0,8,8,7,15.0,0,0,8,8,7,15.0,0,12.7,3.7,-1.7,non-dropout
single,International student (bachelor),2nd choice,Social Service (evening),evening,secondary education,141.0,Portuguese,,,elementary occupations,elementary occupations,150.5,no,no,no,yes,female,no,29,no,0,6,7,6,13.166666666666666,0,0,6,8,6,15.625,0,12.4,0.5,1.79,non-dropout
married,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,145.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",139.4,no,no,no,no,female,no,27,no,0,6,12,2,11.0,0,0,6,14,4,10.5,0,9.4,-0.8,-3.12,dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,122.0,Portuguese,,,,,112.6,no,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,dropout
single,Short cycle diploma holders,1st choice,Advertising and Marketing Management,daytime,secondary education,118.0,Portuguese,,,installation and machine operators,"skilled workers in industry, construction, and craftsmen",115.2,yes,no,no,yes,female,yes,21,no,0,5,7,3,12.333333333333334,0,0,5,5,2,12.5,0,7.6,2.6,0.32,dropout
married,1st phase - general contingent,1st choice,Management (evening),evening,secondary education,150.0,Portuguese,,,elementary occupations,elementary occupations,131.8,no,no,no,no,female,no,29,no,0,5,6,4,12.25,0,0,5,6,5,10.166666666666666,0,10.8,1.4,1.74,dropout
married,Technological specialization diploma holders,1st choice,Management,daytime,higher education - bachelor,120.0,Portuguese,,,elementary occupations,elementary occupations,122.8,no,no,yes,no,female,no,42,no,13,13,13,13,11.923076923076923,0,12,12,12,12,12.5,0,15.5,2.8,-4.06,dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,167.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",156.2,no,no,no,yes,female,yes,18,no,0,6,6,6,14.333333333333334,0,0,6,7,6,14.142857142857142,0,15.5,2.8,-4.06,non-dropout
single,International student (bachelor),1st choice,Veterinary Nursing,daytime,secondary education,150.0,Portuguese,,,elementary occupations,elementary occupations,132.0,yes,no,no,yes,female,no,24,no,0,5,6,5,12.0,0,0,5,5,5,13.0,0,10.8,1.4,1.74,non-dropout
married,Holders of other higher education courses,1st choice,Nursing,daytime,,130.0,Portuguese,,,elementary occupations,"personal services, security and safety workers",130.0,no,no,no,yes,female,no,32,no,0,7,9,7,13.761111111111113,0,1,8,11,7,12.06375,0,15.5,2.8,-4.06,non-dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,151.0,Portuguese,,secondary education,administrative staff,armed forces professions,138.4,no,no,no,yes,female,no,18,no,0,5,6,4,11.25,0,0,5,8,5,11.0,0,10.8,1.4,1.74,non-dropout
